ID_Fakta_Trans,ID_Waktu,ID_Akun,ID_Unit,ID_Vendor,ID_Sumber,ID_Transaksi_OT,Nilai_Debit,Nilai_Kredit
4660,160,160,160,VN00160,160,TRX04660,0.0,459904263.27
4661,161,161,161,VN00161,161,TRX04661,0.0,83430534.05
4662,162,162,162,VN00162,162,TRX04662,462213800.98,0.0
4663,163,163,163,VN00163,163,TRX04663,0.0,952169656.01
4664,164,164,164,VN00164,164,TRX04664,39545260.8,0.0
4665,165,165,165,VN00165,165,TRX04665,0.0,804893106.64
4666,166,166,166,VN00166,166,TRX04666,673105079.06,0.0
4667,167,167,167,VN00167,167,TRX04667,0.0,524876195.96
4668,168,168,168,VN00168,168,TRX04668,0.0,831558916.17
4669,169,169,169,VN00169,169,TRX04669,0.0,973246755.26
4670,170,170,170,VN00170,170,TRX04670,0.0,377429853.03
4671,171,171,171,VN00171,171,TRX04671,858962227.41,0.0
4672,172,172,172,VN00172,172,TRX04672,672336692.15,0.0
4673,173,173,173,VN00173,173,TRX04673,0.0,9541028.48
4674,174,174,174,VN00174,174,TRX04674,0.0,423596282.61
4675,175,175,175,VN00175,175,TRX04675,0.0,908972147.54
4676,176,176,176,VN00176,176,TRX04676,0.0,297673903.44
4677,177,177,177,VN00177,177,TRX04677,0.0,420955507.16
4678,178,178,178,VN00178,178,TRX04678,0.0,15831798.01
4679,179,179,179,VN00179,179,TRX04679,0.0,240877051.98
4680,180,180,180,VN00180,180,TRX04680,0.0,757675869.72
4681,181,181,181,VN00181,181,TRX04681,308444812.28,0.0
4682,182,182,182,VN00182,182,TRX04682,584082729.03,0.0
4683,183,183,183,VN00183,183,TRX04683,829463086.48,0.0
4684,184,184,184,VN00184,184,TRX04684,0.0,571298850.73
4685,185,185,185,VN00185,185,TRX04685,0.0,57325942.81
4686,186,186,186,VN00186,186,TRX04686,224531139.26,0.0
4687,187,187,187,VN00187,187,TRX04687,411431075.13,0.0
4688,188,188,188,VN00188,188,TRX04688,0.0,944725510.29
4689,189,189,189,VN00189,189,TRX04689,921587832.07,0.0
4690,190,190,190,VN00190,190,TRX04690,360992801.37,0.0
4691,191,191,191,VN00191,191,TRX04691,0.0,89223627.4
4692,192,192,192,VN00192,192,TRX04692,100780735.97,0.0
4693,193,193,193,VN00193,193,TRX04693,0.0,988993567.85
4694,194,194,194,VN00194,194,TRX04694,709939592.88,0.0
4695,195,195,195,VN00195,195,TRX04695,0.0,375219146.96
4696,196,196,196,VN00196,196,TRX04696,0.0,641672027.42
4697,197,197,197,VN00197,197,TRX04697,448052184.64,0.0
4698,198,198,198,VN00198,198,TRX04698,0.0,549773601.41
4699,199,199,199,VN00199,199,TRX04699,0.0,274486798.58
4700,200,200,200,VN00200,200,TRX04700,0.0,396305060.89
4701,201,201,201,VN00201,201,TRX04701,0.0,204716769.36
4702,202,202,202,VN00202,202,TRX04702,901462911.06,0.0
4703,203,203,203,VN00203,203,TRX04703,626671558.3,0.0
4704,204,204,204,VN00204,204,TRX04704,939247968.46,0.0
4705,205,205,205,VN00205,205,TRX04705,0.0,612429060.48
4706,206,206,206,VN00206,206,TRX04706,909256576.98,0.0
4707,207,207,207,VN00207,207,TRX04707,0.0,97156400.42
4708,208,208,208,VN00208,208,TRX04708,0.0,635941927.63
4709,209,209,209,VN00209,209,TRX04709,0.0,332421079.56
4710,210,210,210,VN00210,210,TRX04710,643898975.47,0.0
4711,211,211,211,VN00211,211,TRX04711,0.0,831093759.67
4712,212,212,212,VN00212,212,TRX04712,978336499.3,0.0
4713,213,213,213,VN00213,213,TRX04713,0.0,380507512.8
4714,214,214,214,VN00214,214,TRX04714,590410050.67,0.0
4715,215,215,215,VN00215,215,TRX04715,0.0,441174110.74
4716,216,216,216,VN00216,216,TRX04716,0.0,996543103.94
4717,217,217,217,VN00217,217,TRX04717,871735076.05,0.0
4718,218,218,218,VN00218,218,TRX04718,0.0,865853162.26
4719,219,219,219,VN00219,219,TRX04719,0.0,686766321.77
4720,220,220,220,VN00220,220,TRX04720,0.0,221418298.57
4721,221,221,221,VN00221,221,TRX04721,0.0,169965633.24
4722,222,222,222,VN00222,222,TRX04722,0.0,375500170.78
4723,223,223,223,VN00223,223,TRX04723,0.0,225520300.67
4724,224,224,224,VN00224,224,TRX04724,0.0,953440818.15
4725,225,225,225,VN00225,225,TRX04725,0.0,368707756.24
4726,226,226,226,VN00226,226,TRX04726,0.0,24290420.45
4727,227,227,227,VN00227,227,TRX04727,712739422.95,0.0
4728,228,228,228,VN00228,228,TRX04728,0.0,824598402.17
4729,229,229,229,VN00229,229,TRX04729,0.0,848049540.58
4730,230,230,230,VN00230,230,TRX04730,0.0,923630940.19
4731,231,231,231,VN00231,231,TRX04731,704693417.73,0.0
4732,232,232,232,VN00232,232,TRX04732,249580885.11,0.0
4733,233,233,233,VN00233,233,TRX04733,0.0,966626211.65
4734,234,234,234,VN00234,234,TRX04734,0.0,225566478.84
4735,235,235,235,VN00235,235,TRX04735,0.0,566260140.13
4736,236,236,236,VN00236,236,TRX04736,0.0,692492495.52
4737,237,237,237,VN00237,237,TRX04737,0.0,13109392.24
4738,238,238,238,VN00238,238,TRX04738,0.0,146316846.77
4739,239,239,239,VN00239,239,TRX04739,0.0,866807345.5
4740,240,240,240,VN00240,240,TRX04740,15351054.23,0.0
4741,241,241,241,VN00241,241,TRX04741,0.0,46202706.66
4742,242,242,242,VN00242,242,TRX04742,0.0,770415860.51
4743,243,243,243,VN00243,243,TRX04743,0.0,700265412.53
4744,244,244,244,VN00244,244,TRX04744,97661753.43,0.0
4745,245,245,245,VN00245,245,TRX04745,228544281.52,0.0
4746,246,246,246,VN00246,246,TRX04746,492046926.99,0.0
4747,247,247,247,VN00247,247,TRX04747,0.0,844852951.97
4748,248,248,248,VN00248,248,TRX04748,0.0,875335485.38
4749,249,249,249,VN00249,249,TRX04749,0.0,918658430.99
4750,250,250,250,VN00250,250,TRX04750,0.0,151372507.7
4751,1,1,1,VN00001,1,TRX04751,346546298.24,0.0
4752,2,2,2,VN00002,2,TRX04752,714506741.16,0.0
4753,3,3,3,VN00003,3,TRX04753,0.0,926204016.54
4754,4,4,4,VN00004,4,TRX04754,0.0,945742682.92
4755,5,5,5,VN00005,5,TRX04755,387812508.02,0.0
4756,6,6,6,VN00006,6,TRX04756,0.0,109494986.15
4757,7,7,7,VN00007,7,TRX04757,0.0,339438380.03
4758,8,8,8,VN00008,8,TRX04758,0.0,479901418.11
4759,9,9,9,VN00009,9,TRX04759,629258300.23,0.0
4760,10,10,10,VN00010,10,TRX04760,0.0,366886808.17
4761,11,11,11,VN00011,11,TRX04761,0.0,804335619.77
4762,12,12,12,VN00012,12,TRX04762,0.0,194185918.78
4763,13,13,13,VN00013,13,TRX04763,959314650.96,0.0
4764,14,14,14,VN00014,14,TRX04764,738754547.8,0.0
4765,15,15,15,VN00015,15,TRX04765,0.0,542509351.08
4766,16,16,16,VN00016,16,TRX04766,146648280.26,0.0
4767,17,17,17,VN00017,17,TRX04767,0.0,659506149.81
4768,18,18,18,VN00018,18,TRX04768,200728315.35,0.0
4769,19,19,19,VN00019,19,TRX04769,0.0,595771117.73
4770,20,20,20,VN00020,20,TRX04770,628224628.45,0.0
4771,21,21,21,VN00021,21,TRX04771,0.0,462014598.39
4772,22,22,22,VN00022,22,TRX04772,975906045.61,0.0
4773,23,23,23,VN00023,23,TRX04773,753356989.19,0.0
4774,24,24,24,VN00024,24,TRX04774,0.0,609456461.41
4775,25,25,25,VN00025,25,TRX04775,0.0,29467797.01
4776,26,26,26,VN00026,26,TRX04776,366507938.28,0.0
4777,27,27,27,VN00027,27,TRX04777,0.0,595503969.34
4778,28,28,28,VN00028,28,TRX04778,0.0,78757311.03
4779,29,29,29,VN00029,29,TRX04779,373555274.3,0.0
4780,30,30,30,VN00030,30,TRX04780,770685739.76,0.0
4781,31,31,31,VN00031,31,TRX04781,734754555.55,0.0
4782,32,32,32,VN00032,32,TRX04782,190917720.22,0.0
4783,33,33,33,VN00033,33,TRX04783,283330525.02,0.0
4784,34,34,34,VN00034,34,TRX04784,0.0,667322545.64
4785,35,35,35,VN00035,35,TRX04785,719404818.72,0.0
4786,36,36,36,VN00036,36,TRX04786,929081121.05,0.0
4787,37,37,37,VN00037,37,TRX04787,0.0,829314764.46
4788,38,38,38,VN00038,38,TRX04788,265327422.66,0.0
4789,39,39,39,VN00039,39,TRX04789,0.0,239733644.93
4790,40,40,40,VN00040,40,TRX04790,0.0,905478718.15
4791,41,41,41,VN00041,41,TRX04791,0.0,348414194.88
4792,42,42,42,VN00042,42,TRX04792,986365509.35,0.0
4793,43,43,43,VN00043,43,TRX04793,951468566.73,0.0
4794,44,44,44,VN00044,44,TRX04794,0.0,108987328.42
4795,45,45,45,VN00045,45,TRX04795,180502723.26,0.0
4796,46,46,46,VN00046,46,TRX04796,145741697.72,0.0
4797,47,47,47,VN00047,47,TRX04797,0.0,652038858.11
4798,48,48,48,VN00048,48,TRX04798,0.0,545700634.41
4799,49,49,49,VN00049,49,TRX04799,0.0,666579394.07
4800,50,50,50,VN00050,50,TRX04800,198251593.23,0.0
4801,51,51,51,VN00051,51,TRX04801,0.0,972328434.71
4802,52,52,52,VN00052,52,TRX04802,0.0,571997229.0
4803,53,53,53,VN00053,53,TRX04803,0.0,22404997.27
4804,54,54,54,VN00054,54,TRX04804,809501282.39,0.0
4805,55,55,55,VN00055,55,TRX04805,0.0,373321878.75
4806,56,56,56,VN00056,56,TRX04806,0.0,573220844.26
4807,57,57,57,VN00057,57,TRX04807,0.0,424781119.51
4808,58,58,58,VN00058,58,TRX04808,0.0,910010799.5
4809,59,59,59,VN00059,59,TRX04809,0.0,181296053.74
4810,60,60,60,VN00060,60,TRX04810,420737384.07,0.0
4811,61,61,61,VN00061,61,TRX04811,409856602.31,0.0
4812,62,62,62,VN00062,62,TRX04812,0.0,136608345.04
4813,63,63,63,VN00063,63,TRX04813,0.0,87540673.4
4814,64,64,64,VN00064,64,TRX04814,853215065.76,0.0
4815,65,65,65,VN00065,65,TRX04815,0.0,143353002.78
4816,66,66,66,VN00066,66,TRX04816,0.0,791098487.24
4817,67,67,67,VN00067,67,TRX04817,0.0,110182587.73
4818,68,68,68,VN00068,68,TRX04818,118755570.65,0.0
4819,69,69,69,VN00069,69,TRX04819,0.0,239674708.71
4820,70,70,70,VN00070,70,TRX04820,0.0,8253414.0
4821,71,71,71,VN00071,71,TRX04821,0.0,65845400.82
4822,72,72,72,VN00072,72,TRX04822,0.0,136674866.65
4823,73,73,73,VN00073,73,TRX04823,462886558.55,0.0
4824,74,74,74,VN00074,74,TRX04824,58755074.54,0.0
4825,75,75,75,VN00075,75,TRX04825,442533846.66,0.0
4826,76,76,76,VN00076,76,TRX04826,0.0,372589875.28
4827,77,77,77,VN00077,77,TRX04827,0.0,591861064.9
4828,78,78,78,VN00078,78,TRX04828,0.0,178328837.8
4829,79,79,79,VN00079,79,TRX04829,0.0,802962649.72
4830,80,80,80,VN00080,80,TRX04830,329255679.52,0.0
4831,81,81,81,VN00081,81,TRX04831,0.0,700170829.43
4832,82,82,82,VN00082,82,TRX04832,0.0,55614491.4
4833,83,83,83,VN00083,83,TRX04833,26528921.49,0.0
4834,84,84,84,VN00084,84,TRX04834,372233381.18,0.0
4835,85,85,85,VN00085,85,TRX04835,565436029.08,0.0
4836,86,86,86,VN00086,86,TRX04836,0.0,225550509.2
4837,87,87,87,VN00087,87,TRX04837,0.0,834156654.81
4838,88,88,88,VN00088,88,TRX04838,0.0,565112087.7
4839,89,89,89,VN00089,89,TRX04839,357360608.29,0.0
4840,90,90,90,VN00090,90,TRX04840,0.0,56979914.45
4841,91,91,91,VN00091,91,TRX04841,0.0,31537228.19
4842,92,92,92,VN00092,92,TRX04842,457502963.59,0.0
4843,93,93,93,VN00093,93,TRX04843,0.0,929061892.86
4844,94,94,94,VN00094,94,TRX04844,0.0,823534778.68
4845,95,95,95,VN00095,95,TRX04845,352650865.8,0.0
4846,96,96,96,VN00096,96,TRX04846,466005366.14,0.0
4847,97,97,97,VN00097,97,TRX04847,516062344.84,0.0
4848,98,98,98,VN00098,98,TRX04848,0.0,826708284.79
4849,99,99,99,VN00099,99,TRX04849,0.0,886660047.99
4850,100,100,100,VN00100,100,TRX04850,0.0,890236311.17
4851,101,101,101,VN00101,101,TRX04851,364028498.79,0.0
4852,102,102,102,VN00102,102,TRX04852,92624759.61,0.0
4853,103,103,103,VN00103,103,TRX04853,197204241.7,0.0
4854,104,104,104,VN00104,104,TRX04854,102603210.6,0.0
4855,105,105,105,VN00105,105,TRX04855,0.0,317658877.03
4856,106,106,106,VN00106,106,TRX04856,0.0,665371873.97
4857,107,107,107,VN00107,107,TRX04857,445292279.83,0.0
4858,108,108,108,VN00108,108,TRX04858,0.0,257754594.32
4859,109,109,109,VN00109,109,TRX04859,567031806.84,0.0
4860,110,110,110,VN00110,110,TRX04860,0.0,180720790.89
4861,111,111,111,VN00111,111,TRX04861,0.0,408351596.84
4862,112,112,112,VN00112,112,TRX04862,817788728.19,0.0
4863,113,113,113,VN00113,113,TRX04863,565749691.03,0.0
4864,114,114,114,VN00114,114,TRX04864,529452222.79,0.0
4865,115,115,115,VN00115,115,TRX04865,0.0,919780357.34
4866,116,116,116,VN00116,116,TRX04866,0.0,912989286.06
4867,117,117,117,VN00117,117,TRX04867,524938569.21,0.0
4868,118,118,118,VN00118,118,TRX04868,0.0,15060627.66
4869,119,119,119,VN00119,119,TRX04869,486122937.19,0.0
4870,120,120,120,VN00120,120,TRX04870,418299075.94,0.0
4871,121,121,121,VN00121,121,TRX04871,0.0,335846512.2
4872,122,122,122,VN00122,122,TRX04872,48102634.03,0.0
4873,123,123,123,VN00123,123,TRX04873,858791723.06,0.0
4874,124,124,124,VN00124,124,TRX04874,0.0,427689231.19
4875,125,125,125,VN00125,125,TRX04875,0.0,759091770.28
4876,126,126,126,VN00126,126,TRX04876,0.0,322786003.02
4877,127,127,127,VN00127,127,TRX04877,453251855.31,0.0
4878,128,128,128,VN00128,128,TRX04878,562668305.79,0.0
4879,129,129,129,VN00129,129,TRX04879,729776368.24,0.0
4880,130,130,130,VN00130,130,TRX04880,0.0,868955388.24
4881,131,131,131,VN00131,131,TRX04881,316847125.75,0.0
4882,132,132,132,VN00132,132,TRX04882,137602390.99,0.0
4883,133,133,133,VN00133,133,TRX04883,727482778.68,0.0
4884,134,134,134,VN00134,134,TRX04884,0.0,848098974.27
4885,135,135,135,VN00135,135,TRX04885,836215460.09,0.0
4886,136,136,136,VN00136,136,TRX04886,480703516.36,0.0
4887,137,137,137,VN00137,137,TRX04887,113921981.45,0.0
4888,138,138,138,VN00138,138,TRX04888,999890064.55,0.0
4889,139,139,139,VN00139,139,TRX04889,817524693.99,0.0
4890,140,140,140,VN00140,140,TRX04890,0.0,563245717.57
4891,141,141,141,VN00141,141,TRX04891,0.0,43099111.97
4892,142,142,142,VN00142,142,TRX04892,0.0,38345651.85
4893,143,143,143,VN00143,143,TRX04893,0.0,343835127.8
4894,144,144,144,VN00144,144,TRX04894,0.0,238242304.61
4895,145,145,145,VN00145,145,TRX04895,0.0,806040975.9
4896,146,146,146,VN00146,146,TRX04896,98337125.04,0.0
4897,147,147,147,VN00147,147,TRX04897,961458386.99,0.0
4898,148,148,148,VN00148,148,TRX04898,0.0,703934722.51
4899,149,149,149,VN00149,149,TRX04899,0.0,735650011.69
4900,150,150,150,VN00150,150,TRX04900,0.0,19154042.78
4901,151,151,151,VN00151,151,TRX04901,649866000.51,0.0
4902,152,152,152,VN00152,152,TRX04902,0.0,647573170.54
4903,153,153,153,VN00153,153,TRX04903,559754755.98,0.0
4904,154,154,154,VN00154,154,TRX04904,626755567.11,0.0
4905,155,155,155,VN00155,155,TRX04905,413986179.93,0.0
4906,156,156,156,VN00156,156,TRX04906,802807040.64,0.0
4907,157,157,157,VN00157,157,TRX04907,0.0,750114935.57
4908,158,158,158,VN00158,158,TRX04908,854693650.3,0.0
4909,159,159,159,VN00159,159,TRX04909,94222610.57,0.0
4910,160,160,160,VN00160,160,TRX04910,0.0,946545313.44
4911,161,161,161,VN00161,161,TRX04911,729154233.49,0.0
4912,162,162,162,VN00162,162,TRX04912,17116532.04,0.0
4913,163,163,163,VN00163,163,TRX04913,0.0,625946953.83
4914,164,164,164,VN00164,164,TRX04914,360135436.34,0.0
4915,165,165,165,VN00165,165,TRX04915,0.0,765782536.71
4916,166,166,166,VN00166,166,TRX04916,829227392.0,0.0
4917,167,167,167,VN00167,167,TRX04917,0.0,424016029.66
4918,168,168,168,VN00168,168,TRX04918,794417418.53,0.0
4919,169,169,169,VN00169,169,TRX04919,136183633.01,0.0
4920,170,170,170,VN00170,170,TRX04920,781599410.88,0.0
4921,171,171,171,VN00171,171,TRX04921,685861972.46,0.0
4922,172,172,172,VN00172,172,TRX04922,0.0,153728596.19
4923,173,173,173,VN00173,173,TRX04923,0.0,172681495.14
4924,174,174,174,VN00174,174,TRX04924,0.0,447442208.9
4925,175,175,175,VN00175,175,TRX04925,730990582.75,0.0
4926,176,176,176,VN00176,176,TRX04926,0.0,665445719.72
4927,177,177,177,VN00177,177,TRX04927,0.0,471896852.64
4928,178,178,178,VN00178,178,TRX04928,560762589.02,0.0
4929,179,179,179,VN00179,179,TRX04929,902976757.45,0.0
4930,180,180,180,VN00180,180,TRX04930,550056969.28,0.0
4931,181,181,181,VN00181,181,TRX04931,900244120.81,0.0
4932,182,182,182,VN00182,182,TRX04932,0.0,712145146.15
4933,183,183,183,VN00183,183,TRX04933,432408551.33,0.0
4934,184,184,184,VN00184,184,TRX04934,0.0,613459939.01
4935,185,185,185,VN00185,185,TRX04935,349450177.12,0.0
4936,186,186,186,VN00186,186,TRX04936,0.0,620592754.35
4937,187,187,187,VN00187,187,TRX04937,161019280.41,0.0
4938,188,188,188,VN00188,188,TRX04938,0.0,574755001.43
4939,189,189,189,VN00189,189,TRX04939,0.0,53710559.29
4940,190,190,190,VN00190,190,TRX04940,0.0,372967101.83
4941,191,191,191,VN00191,191,TRX04941,0.0,255764195.84
4942,192,192,192,VN00192,192,TRX04942,0.0,976348776.37
4943,193,193,193,VN00193,193,TRX04943,0.0,35104416.78
4944,194,194,194,VN00194,194,TRX04944,0.0,535272077.49
4945,195,195,195,VN00195,195,TRX04945,0.0,846768766.57
4946,196,196,196,VN00196,196,TRX04946,0.0,379645402.95
4947,197,197,197,VN00197,197,TRX04947,669951380.27,0.0
4948,198,198,198,VN00198,198,TRX04948,0.0,952504471.69
4949,199,199,199,VN00199,199,TRX04949,894817510.98,0.0
4950,200,200,200,VN00200,200,TRX04950,0.0,943810191.59
4951,201,201,201,VN00201,201,TRX04951,0.0,421488042.04
4952,202,202,202,VN00202,202,TRX04952,541723050.14,0.0
4953,203,203,203,VN00203,203,TRX04953,0.0,91072896.7
4954,204,204,204,VN00204,204,TRX04954,34237036.1,0.0
4955,205,205,205,VN00205,205,TRX04955,0.0,277038159.52
4956,206,206,206,VN00206,206,TRX04956,400992812.24,0.0
4957,207,207,207,VN00207,207,TRX04957,847721073.51,0.0
4958,208,208,208,VN00208,208,TRX04958,0.0,27292573.03
4959,209,209,209,VN00209,209,TRX04959,0.0,788145804.52
4960,210,210,210,VN00210,210,TRX04960,0.0,152139988.41
4961,211,211,211,VN00211,211,TRX04961,0.0,790146448.34
4962,212,212,212,VN00212,212,TRX04962,428784249.86,0.0
4963,213,213,213,VN00213,213,TRX04963,0.0,167599623.72
4964,214,214,214,VN00214,214,TRX04964,0.0,866502046.27
4965,215,215,215,VN00215,215,TRX04965,0.0,941473686.24
4966,216,216,216,VN00216,216,TRX04966,445594999.72,0.0
4967,217,217,217,VN00217,217,TRX04967,0.0,205144290.27
4968,218,218,218,VN00218,218,TRX04968,0.0,779991914.02
4969,219,219,219,VN00219,219,TRX04969,743871242.2,0.0
4970,220,220,220,VN00220,220,TRX04970,0.0,952259800.72
4971,221,221,221,VN00221,221,TRX04971,0.0,374831744.6
4972,222,222,222,VN00222,222,TRX04972,0.0,658196385.25
4973,223,223,223,VN00223,223,TRX04973,644279532.78,0.0
4974,224,224,224,VN00224,224,TRX04974,0.0,341570750.34
4975,225,225,225,VN00225,225,TRX04975,0.0,692443835.33
4976,226,226,226,VN00226,226,TRX04976,500406740.9,0.0
4977,227,227,227,VN00227,227,TRX04977,0.0,373254031.84
4978,228,228,228,VN00228,228,TRX04978,0.0,209987439.04
4979,229,229,229,VN00229,229,TRX04979,0.0,277454683.3
4980,230,230,230,VN00230,230,TRX04980,687949653.68,0.0
4981,231,231,231,VN00231,231,TRX04981,0.0,617938348.89
4982,232,232,232,VN00232,232,TRX04982,856015002.85,0.0
4983,233,233,233,VN00233,233,TRX04983,621954782.03,0.0
4984,234,234,234,VN00234,234,TRX04984,0.0,206845557.46
4985,235,235,235,VN00235,235,TRX04985,0.0,528157580.7
4986,236,236,236,VN00236,236,TRX04986,0.0,846470858.9
4987,237,237,237,VN00237,237,TRX04987,0.0,510719938.71
4988,238,238,238,VN00238,238,TRX04988,0.0,6339463.18
4989,239,239,239,VN00239,239,TRX04989,0.0,154145645.75
4990,240,240,240,VN00240,240,TRX04990,0.0,515250317.16
4991,241,241,241,VN00241,241,TRX04991,0.0,35891842.81
4992,242,242,242,VN00242,242,TRX04992,973341525.19,0.0
4993,243,243,243,VN00243,243,TRX04993,255427826.07,0.0
4994,244,244,244,VN00244,244,TRX04994,79483396.59,0.0
4995,245,245,245,VN00245,245,TRX04995,842864474.57,0.0
4996,246,246,246,VN00246,246,TRX04996,501648421.83,0.0
4997,247,247,247,VN00247,247,TRX04997,0.0,984988461.81
4998,248,248,248,VN00248,248,TRX04998,0.0,676902254.1
4999,249,249,249,VN00249,249,TRX04999,0.0,305782690.42
5000,250,250,250,VN00250,250,TRX05000,0.0,117332737.63
5001,1,1,1,VN00001,1,TRX05001,541305380.84,0.0
5002,2,2,2,VN00002,2,TRX05002,0.0,698003885.06
5003,3,3,3,VN00003,3,TRX05003,837664578.16,0.0
5004,4,4,4,VN00004,4,TRX05004,580741622.47,0.0
5005,5,5,5,VN00005,5,TRX05005,493180572.55,0.0
5006,6,6,6,VN00006,6,TRX05006,605736571.37,0.0
5007,7,7,7,VN00007,7,TRX05007,334416668.48,0.0
5008,8,8,8,VN00008,8,TRX05008,804797823.44,0.0
5009,9,9,9,VN00009,9,TRX05009,590833225.22,0.0
5010,10,10,10,VN00010,10,TRX05010,0.0,486502824.07
5011,11,11,11,VN00011,11,TRX05011,590998089.71,0.0
5012,12,12,12,VN00012,12,TRX05012,0.0,992714211.95
5013,13,13,13,VN00013,13,TRX05013,0.0,417550757.38
5014,14,14,14,VN00014,14,TRX05014,860638492.98,0.0
5015,15,15,15,VN00015,15,TRX05015,0.0,94954541.73
5016,16,16,16,VN00016,16,TRX05016,0.0,350392088.55
5017,17,17,17,VN00017,17,TRX05017,0.0,241299679.36
5018,18,18,18,VN00018,18,TRX05018,0.0,598304467.61
5019,19,19,19,VN00019,19,TRX05019,0.0,177250095.33
5020,20,20,20,VN00020,20,TRX05020,127134903.31,0.0
5021,21,21,21,VN00021,21,TRX05021,0.0,836633452.6
5022,22,22,22,VN00022,22,TRX05022,0.0,380256877.17
5023,23,23,23,VN00023,23,TRX05023,0.0,911271279.37
5024,24,24,24,VN00024,24,TRX05024,588161263.91,0.0
5025,25,25,25,VN00025,25,TRX05025,0.0,975151387.84
5026,26,26,26,VN00026,26,TRX05026,0.0,101339130.04
5027,27,27,27,VN00027,27,TRX05027,436880570.34,0.0
5028,28,28,28,VN00028,28,TRX05028,873709626.94,0.0
5029,29,29,29,VN00029,29,TRX05029,0.0,486812200.68
5030,30,30,30,VN00030,30,TRX05030,544553495.18,0.0
5031,31,31,31,VN00031,31,TRX05031,351300607.27,0.0
5032,32,32,32,VN00032,32,TRX05032,0.0,76658977.42
5033,33,33,33,VN00033,33,TRX05033,0.0,363619957.72
5034,34,34,34,VN00034,34,TRX05034,872546817.16,0.0
5035,35,35,35,VN00035,35,TRX05035,423738014.6,0.0
5036,36,36,36,VN00036,36,TRX05036,108379246.85,0.0
5037,37,37,37,VN00037,37,TRX05037,325211069.78,0.0
5038,38,38,38,VN00038,38,TRX05038,0.0,604847686.05
5039,39,39,39,VN00039,39,TRX05039,0.0,301600543.85
5040,40,40,40,VN00040,40,TRX05040,0.0,876753268.41
5041,41,41,41,VN00041,41,TRX05041,958696503.17,0.0
5042,42,42,42,VN00042,42,TRX05042,379024862.21,0.0
5043,43,43,43,VN00043,43,TRX05043,0.0,606523340.58
5044,44,44,44,VN00044,44,TRX05044,0.0,803387733.82
5045,45,45,45,VN00045,45,TRX05045,0.0,118807231.21
5046,46,46,46,VN00046,46,TRX05046,0.0,768655963.58
5047,47,47,47,VN00047,47,TRX05047,0.0,262190450.87
5048,48,48,48,VN00048,48,TRX05048,38268589.24,0.0
5049,49,49,49,VN00049,49,TRX05049,700534695.55,0.0
5050,50,50,50,VN00050,50,TRX05050,759074570.83,0.0
5051,51,51,51,VN00051,51,TRX05051,594615156.87,0.0
5052,52,52,52,VN00052,52,TRX05052,0.0,868259435.38
5053,53,53,53,VN00053,53,TRX05053,195610193.0,0.0
5054,54,54,54,VN00054,54,TRX05054,193963038.02,0.0
5055,55,55,55,VN00055,55,TRX05055,0.0,510948259.15
5056,56,56,56,VN00056,56,TRX05056,0.0,993756582.62
5057,57,57,57,VN00057,57,TRX05057,0.0,462308833.75
5058,58,58,58,VN00058,58,TRX05058,0.0,927864566.2
5059,59,59,59,VN00059,59,TRX05059,0.0,154936458.36
5060,60,60,60,VN00060,60,TRX05060,0.0,97298421.9
5061,61,61,61,VN00061,61,TRX05061,667860399.07,0.0
5062,62,62,62,VN00062,62,TRX05062,20006052.43,0.0
5063,63,63,63,VN00063,63,TRX05063,953536066.86,0.0
5064,64,64,64,VN00064,64,TRX05064,0.0,523219956.71
5065,65,65,65,VN00065,65,TRX05065,0.0,884595024.95
5066,66,66,66,VN00066,66,TRX05066,604948834.0,0.0
5067,67,67,67,VN00067,67,TRX05067,0.0,215581782.75
5068,68,68,68,VN00068,68,TRX05068,134387738.65,0.0
5069,69,69,69,VN00069,69,TRX05069,0.0,785784882.48
5070,70,70,70,VN00070,70,TRX05070,0.0,324003794.8
5071,71,71,71,VN00071,71,TRX05071,0.0,963668466.53
5072,72,72,72,VN00072,72,TRX05072,0.0,8884806.6
5073,73,73,73,VN00073,73,TRX05073,755708959.78,0.0
5074,74,74,74,VN00074,74,TRX05074,0.0,5913794.1
5075,75,75,75,VN00075,75,TRX05075,581516914.18,0.0
5076,76,76,76,VN00076,76,TRX05076,0.0,901081563.31
5077,77,77,77,VN00077,77,TRX05077,0.0,173472290.18
5078,78,78,78,VN00078,78,TRX05078,189340471.26,0.0
5079,79,79,79,VN00079,79,TRX05079,0.0,139301673.67
5080,80,80,80,VN00080,80,TRX05080,220820359.17,0.0
5081,81,81,81,VN00081,81,TRX05081,908709881.6,0.0
5082,82,82,82,VN00082,82,TRX05082,152583467.31,0.0
5083,83,83,83,VN00083,83,TRX05083,667421100.09,0.0
5084,84,84,84,VN00084,84,TRX05084,0.0,117195224.24
5085,85,85,85,VN00085,85,TRX05085,0.0,594571625.45
5086,86,86,86,VN00086,86,TRX05086,0.0,909031845.52
5087,87,87,87,VN00087,87,TRX05087,355813794.91,0.0
5088,88,88,88,VN00088,88,TRX05088,0.0,40663014.51
5089,89,89,89,VN00089,89,TRX05089,116939976.43,0.0
5090,90,90,90,VN00090,90,TRX05090,0.0,588467949.43
5091,91,91,91,VN00091,91,TRX05091,40342549.59,0.0
5092,92,92,92,VN00092,92,TRX05092,0.0,768888104.09
5093,93,93,93,VN00093,93,TRX05093,0.0,186907870.89
